Name;Kategorie;Dichte;Bezugseinheit;Energie, Kilojoule;Energie, Kalorien;Fett, total (g);Fettsäuren, gesättigt (g);Fettsäuren, einfach ungesättigt (g);Fettsäuren, mehrfach ungesättigt (g);Cholesterin (mg);Kohlenhydrate, verfügbar (g);Zucker (g);Stärke (g);Nahrungsfasern (g);Protein (g);Salz (NaCl) (g);Alkohol (g);Wasser (g);Vitamin A-Aktivität, RE (µg-RE);Vitamin A-Aktivität, RAE (µg-RE);All-trans Retinol-Äquivalente (µg-RE);Betacarotin-Aktivität (µg-BCE);Betacarotin (µg);Vitamin B1 (Thiamin) (mg);Vitamin B2 (Riboflavin) (mg);Vitamin B6 (Pyridoxin) (mg);Vitamin B12 (Cobalamin) (µg);Niacin (mg);Folat (µg);Pantothensäure (mg);Vitamin C (Ascorbinsäure) (mg);Vitamin D (Calciferol) (µg);Vitamin E-Aktivität (mg-ATE);Kalium (K) (mg);Natrium (Na) (mg);Chlorid (Cl) (mg);Calcium (Ca) (mg);Magnesium (Mg) (mg);Phosphor (P) (mg);Eisen (Fe) (mg);Jod (I) (µg);Zink (Zn)  (mg);Selen (Se) (µg)
Orangensaft, angereichert mit Vitamin C, ;Früchte/Fruchtsäfte,Alkoholfreie Getränke/Frucht- und Gemüsesäfte;1,1;pro 100 ml;232;55;0.5;0;0;0;0;12;12;0;0,1;0,5;0;0;85,6;8;4;0;47;13;0,08;0,03;0,05;0;0,26;20;0,18;30;0;0,19;180;1;4;11;11;16;0,2;2,1;0,1;-
Orange, roh, Apfelsine;Früchte/Früchte frisch;;pro 100g ;185;44;0,2;0;0;0;0;8,6;8,6;0;1,8;1;0;0;86,6;21;10;0;126;78;0,1;0,03;0,05;0;0,31;17,5;0,21;53;0;0,24;180;4;4;40;10;16;0,1;0,9;0,1;-
Palmöl - Palmfett, ;Fette und Öle/Öle,Fette und Öle/Fette;0,9;pro 100 ml;3290;799;88,8;41,3;34,9;8,7;0;0;0;0;0;0;0;0;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,55;0,9;0,9;0,9;0,9;0,9;0,9;0;0;0;-
Pancetta, ;Fleisch- und Wurstwaren/Rohwurstware;;pro 100g ;1930;467;43;14,4;18,9;6,6;80;0,4;0;0;0;19,5;4,6;0;33;0;0;0;0;0;0,45;0,14;0,3;0;0;3;0;0;1,4;0,1;190;1850;0;13;0;84;0,8;0;1,9;-
Panettone, ;Süssigkeiten/Sonstige süsse Backwaren;;pro 100g ;1490;354;10,7;5,6;3,2;0,7;112;56,5;22,9;33,6;2,8;6,4;0,1;0;26,9;113;107;102;63;-;0,13;0,11;0,12;-;0,63;33;-;0;0,4;0,62;230;38;-;150;-;130;3;-;0,6;-
Paniermehl, Semmelmehl;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke;;pro 100g ;1580;373;2,1;0,5;0,3;0,7;0;73,5;4,4;69,1;4,5;12,7;1;0;6,8;0;0;0;0;0;0,2;0,05;0,11;0;0,8;39;0,6;0;0;0,4;130;400;700;50;23;100;1,2;2,8;0,9;-
Pantli, ;Fleisch- und Wurstwaren/Rohwurstware;;pro 100g ;2280;553;51,4;20,1;24,4;4,4;87;0,9;0,9;0;0;21,7;4;0;26;9;8;8;7;7;0,46;0,25;0,28;3,73;6,32;2,6;0,55;73,1;0;0,7;350;1600;2350;5,1;22;180;1,7;0,8;3,2;-
Paprika (Gewürz), ;Verschiedenes/Salz, Gewürze und Aromen;;pro 100g ;1490;358;13;2,1;1,2;8,4;0;34,9;33,2;1,7;20,9;14,8;0,1;0;9,3;6060;3030;0;36360;36360;0,65;1,74;0;0;15,3;0;0;0;0;0;2340;34;220;180;190;350;24;5;4,1;-
Paranuss, ;Nüsse, Samen und Ölfrüchte;;pro 100g ;2860;693;66,5;15,6;20,3;27,3;0;3,2;2,3;0,5;7;17;0;0;3;0;0;0;0;0;0,8;0,03;0,17;0;0,3;13;0,27;1;0;14,2;590;0,7;57;160;350;650;3,1;2,5;4,3;-
Pariserbrot, Baguette,Parisette;Brote, Flocken und Frühstückscerealien/Brote und Brotwaren;;pro 100g ;1080;255;0,9;0,2;0,1;0,5;0;51,2;0,5;50,1;2,9;9;1,6;0;36,8;0;0;0;0;0;0,12;0,03;0,09;0;0,63;8,8;0,26;0;0;0,19;140;660;1020;10;22;81;0,9;1;0,7;1,1
Parmesan, Parmiggiano;Milch und Milchprodukte/Hartkäse;;pro 100g ;1540;370;25,6;15,4;6;1,2;77;0;0;0;0;34,9;1,6;0;29,5;298;288;278;118;118;0,02;0,29;0,1;1,75;0,2;20;0,79;0;0,8;0,78;100;650;1700;1340;44;800;0,7;40;4;-
Passionsfrucht, roh, Maracuja;Früchte/Früchte frisch;;pro 100g ;387;92;0,5;0,1;0,1;0,2;0;11,8;11,2;0,6;10,6;2,2;0,1;0;72,9;28;14;0;170;156;0;0,13;0,4;0;1,5;14;0,2;30;0;0,4;350;28;37;9;29;68;1,6;1,3;0,3;-
Pâté de campagne, ;Fleisch- und Wurstwaren/Kochwurstware;;pro 100g ;1620;391;36,9;13,6;16,8;4,2;119;1;0,8;0,2;0,1;13,1;2,2;0,3;48,6;2413;2412;2412;4;4;0,41;0,8;0,31;8,99;5,56;30,2;1,71;5,2;0;0,58;200;880;1300;17;17;150;4,2;4,7;2,3;-
Peperoni, grün, gedünstet (ohne Zugabe von Fett und Salz), ;Gemüse/Gemüse gekocht (inkl. Konserven);;pro 100g ;112;27;0,4;0,1;0;0,2;0;3,4;3,3;0,1;2,6;1,1;0;0;92,5;46;23;0;278;249;0,01;0,01;0,38;0;0,13;22,4;0,12;142;0;1,12;200;7,9;25;7,9;7,9;20;0,4;2,6;0,3;-
Peperoni, grün, roh, ;Gemüse/Gemüse frisch;;pro 100g ;85;20;0,3;0,1;0;0,2;0;2,6;2,5;0,1;2;0,8;0;0;92,9;35;18;0;211;211;0,01;0,01;0,32;0;0,1;34;0,1;127;0;0,85;160;6;19;6;6;15;0,3;2;0,2;-
Peperoni, rot, gedünstet (ohne Zugabe von Fett und Salz), ;Gemüse/Gemüse gekocht (inkl. Konserven);;pro 100g ;175;42;0,5;0,1;0;0,2;0;6,8;6,7;0,1;2,6;1,2;0;0;88,9;496;248;0;2979;2365;0,03;0,04;0,29;0;1,13;14,5;0,19;172,9;0;0,92;220;3,9;24;12;16;26;0,5;1,3;0,4;-
Peperoni, rot, roh, ;Gemüse/Gemüse frisch;;pro 100g ;133;32;0,4;0,1;0;0,1;0;5,2;5,1;0,1;2;0,9;0;0;91,3;377;189;0;2264;1997;0,03;0,03;0,25;0;0,9;22;0,16;154,6;0;0,7;170;3;18;9;12;20;0,4;1;0,3;-
Petersilie, roh, Peterli;Gemüse/Kräuter;;pro 100g ;235;56;0,5;0,1;0;0,2;0;6,8;4,8;2,6;4,3;3,9;0,1;0;82,1;770;385;0;4620;4620;0,15;0,3;0,2;0;1,4;132;0,31;182;0;3,54;850;38;160;210;37;110;5,9;3,4;0,8;-
Pfefferminze, roh, ;Gemüse/Kräuter;;pro 100g ;205;49;0,7;0,1;0;0,4;0;5,3;5,2;0,1;3;3,8;0;0;86,1;122;61;0;730;730;0,12;0,33;0,05;0;1,1;110;0,19;31;0;5;260;15;34;210;30;75;9,5;4;1,2;-
Pferderagout mit Sauce, zubereitet, Voressen;Gerichte/Sonstige salzige/rezente Gerichte;;pro 100g ;396;94;3,3;0,7;2,1;0,4;30;3,1;1,6;1,5;0,6;12,7;0,8;0;80,3;179;95;11;1007;724;0,04;0,05;0,12;1,03;1,54;5,8;0,24;0,9;0,1;0,82;130;300;440;14;11;87;2,8;1,1;1,6;-
Pferd, Filet, gebraten (ohne Zusatz von Fett und Salz), ;Fleisch und Innereien/Sonstige Tierarten;;pro 100g ;593;140;2,6;1,2;1,1;0,1;71;0;0;0;0;29,3;0,1;0;68,1;27;27;27;0;0;0,09;0,11;0,29;3;4,73;9,1;0,66;0;0,2;0,14;300;51;12;16;27;220;6,2;1,4;4;-
Pferd, Filet, roh, ;Fleisch und Innereien/Sonstige Tierarten;;pro 100g ;433;102;1,9;0,9;0,8;0,1;52;0;0;0;0;21,4;0,1;0;74,8;20;20;20;0;0;0,13;0,1;0,38;3;4,6;8;0,6;0;0,2;0,14;330;44;9;13;23;190;4,7;1;2,9;-
Pfirsich, gezuckert (Konserve), ;Früchte/Früchte gekocht (inkl. Konserven);;pro 100g ;353;83;0,2;0;0;0;0;19;19;0;1,8;0,5;0;0;78,5;20;10;0;118;80;0,01;0,02;0,01;0;0,57;1,2;0,14;2,4;0;0,45;87;0,5;2,5;8,7;5,8;14;0,3;2,6;0,1;-
Pfirsich, roh, ;Früchte/Früchte frisch;;pro 100g ;204;48;0,3;0;0,1;0,1;0;10;10;0;2;0,5;0;0;87;22;11;0;131;118;0,01;0,03;0,02;0;0,79;2,7;0,19;6,7;0;0,5;160;1;2,6;10;8;19;0,4;2,9;0,1;-
Pfirsich, ungezuckert (Konserve), ;Früchte/Früchte gekocht (inkl. Konserven);;pro 100g ;204;48;0,3;0;0;0;0;10;10;0;2;0,5;0;0;87,3;22;11;0;131;89;0,01;0,03;0,01;0;0,63;1,4;0,15;2,7;0;0,5;96;0,6;2,6;9,5;6,4;15;0,4;2,9;0,1;-
Pflaume, gedünstet, abgetropft (ohne Zugabe von Zucker), ;Früchte/Früchte gekocht (inkl. Konserven);;pro 100g ;250;59;0,2;0;0;0,1;0;12,6;10,9;0;2;0,7;0;0;84,5;19;10;0;114;65;0,07;0,05;0,05;0;0,49;1,7;0,2;4,7;0;1,06;200;2,1;1,9;9,7;9,8;21;0,3;1,7;0,1;-
Pflaume, getrocknet, Dörrpflaume,Backpflaume;Früchte/Früchte getrocknet;;pro 100g ;858;204;0,3;0;0,2;0,1;0;39,8;39,8;0;16;2,5;0;0;39;148;74;0;890;784;0,1;0,2;0,13;0;1,7;7,1;0,5;2;0;2,3;950;12;11;50;40;95;2,9;0,8;0,3;-
Pflaumenkuchen, gebacken (mit Blätterteig), Pflaumenwähe;Süssigkeiten/Kuchen, Torten und Cake,Gerichte/Kuchen und Gratins;;pro 100g ;572;137;6,9;3,9;1,7;0,5;39;15,5;7,7;6,9;1,4;2,5;0,2;0;73,8;82;74;67;90;67;0,06;0,06;0,05;0,08;0,35;3,4;0,26;2,9;0,2;0,75;140;93;140;21;10;43;0,4;3,5;0,3;-
Pflaumenkuchen, gebacken (mit Kuchenteig), ;Süssigkeiten/Kuchen, Torten und Cake,Gerichte/Kuchen und Gratins;;pro 100g ;585;140;6;3,3;1,5;0,5;37;17,7;7,7;9;1,5;2,9;0,2;0;72,1;73;65;58;86;63;0,06;0,06;0,05;0,08;0,37;3,7;0,27;2,9;0,2;0,74;150;90;140;21;11;47;0,5;3,5;0,3;-
Pflaume, roh, ;Früchte/Früchte frisch;;pro 100g ;203;48;0,2;0;0;0,1;0;10,2;8,8;0;1,6;0,6;0;0;83,7;15;8;0;93;70;0,07;0,04;0,05;0;0,44;2;0,18;5,4;0;0,86;180;1,7;1,5;8,3;7,9;17;0,3;1,4;0,1;-
Pilz (Durchschnitt), gedünstet (ohne Zugabe von Fett und Salz), ;Gemüse/Pilze;;pro 100g ;149;36;0,5;0,1;0;0,3;0;0,7;0,2;0,1;6;4,2;0;0;89,9;30;15;0;181;181;0,08;0,32;0,06;0;5,91;22,4;2,72;4;3,1;0,17;490;5,1;41;9,2;16;120;3;11;1;-
Pilz (Durchschnitt), roh, ;Gemüse/Pilze;;pro 100g ;122;29;0,4;0,1;0;0,2;0;0,6;0,2;0,1;4,9;3,5;0;0;91,7;25;12;0;148;148;0,07;0,28;0,06;0;5,1;26,3;2,48;4,1;2,6;0,14;400;4,2;34;7,6;13;99;2,4;8,7;0,8;-
Pilzrisotto, gekocht, ;Gerichte/Sonstige salzige/rezente Gerichte;;pro 100g ;539;128;3,6;1,6;1,3;0,3;7;18,6;0,7;17,9;1,5;4,5;0,5;0;72,1;28;27;26;12;12;0,02;0,07;0,03;0,08;0,94;6,4;0,47;0,5;0,6;0,33;54;210;370;71;10;81;0,2;3,3;0,6;-
Pilzsauce, gebunden, ;Verschiedenes/Saucen;;pro 100g ;549;132;8,9;5,4;2,1;0,5;28;8,6;4;4,5;0,7;3,9;0,6;0;78;96;93;90;40;40;0,02;0,21;0,03;0,13;0,5;4,4;0,48;0,8;0,4;0,25;170;250;410;110;11;90;0,1;8,7;0,5;-
Pilzsuppe, ;Gerichte/Eintöpfe und Suppen;1;pro 100g ;160;38;1,2;0.5;0,2;0,5;0;5,5;2;3,5;0.5;1,1;0,9;0;90,2;27;22;17;60;60;0,03;0,07;0,01;0;0,4;3;0,1;0;0;0,14;68;370;290;40;5;36;0,2;4,9;0,3;-
Pinienkerne, ;Nüsse, Samen und Ölfrüchte;;pro 100g ;2560;616;44,9;4,9;18,8;34,1;0;13,9;5,2;1,4;3,7;37,3;0;0;5,1;0;0;0;0;0;1,5;0,28;0,01;0;4,4;34;0,31;3;0;12,5;830;4,6;41;21;400;700;7,8;0,2;9;-
Pistazie, ;Nüsse, Samen und Ölfrüchte;;pro 100g ;2460;594;45,4;5,6;23,8;13,7;0;17,6;7,7;1,7;10;23,8;0;0;3,9;35;18;0;211;211;0,5;0,3;0,25;0;1;58;0,52;1;0;29,8;500;9;40;65;120;160;7;11;3,3;-
Pizza al tonno, gebacken, Pizza mit Thon;Gerichte/Italienische Gerichte;;pro 100g ;955;227;7,6;3;3,4;0,6;17;26,5;1,3;24,9;1,5;12,4;0,8;0;52,3;109;99;90;112;97;0,07;0,1;0,11;0,64;1,95;11,6;0,24;2,9;0,3;1,44;190;300;570;84;15;130;0,6;1,9;0,9;-
Pizza Calzone, gebacken, ;Gerichte/Italienische Gerichte;;pro 100g ;948;226;7,7;3,1;3,5;0,6;16;26,5;1,4;24,9;1,5;11,7;0,9;0;52,8;60;50;41;112;97;0,12;0,11;0,1;0,28;1,36;11,1;0,28;10,2;0,1;1,34;210;360;730;85;15;150;0,5;2,4;1,1;-
Pizza Hawaii, gebacken, ;Gerichte/Italienische Gerichte;;pro 100g ;826;196;6,4;2,5;2,9;0,5;13;24,2;3,5;20,5;1,5;9,7;0,7;0;58,4;51;43;34;104;90;0,11;0,1;0,09;0,23;1,17;10;0,27;9,9;0,1;1,13;190;300;610;73;15;130;0,5;2;0,9;-
Pizza Margherita, gebacken, ;Gerichte/Italienische Gerichte;;pro 100g ;1000;239;8,4;3,3;3,8;0,7;12;29,9;1,5;28,1;1,7;10,2;0,7;0;50,2;67;56;46;126;110;0,08;0,1;0,07;0,32;0,8;12,3;0,23;3,2;0,1;1,5;180;290;640;94;14;130;0,5;2,1;1;-
Pizza mit Gemüse, gebacken, ;Gerichte/Italienische Gerichte;;pro 100g ;524;125;3,1;1,2;1,4;0,4;4;17,4;1,7;15,4;1,9;5,7;0,4;0;72,1;45;30;15;179;155;0,08;0,12;0,09;0,1;1,13;24,9;0,5;15,4;0,3;0,75;240;140;330;50;16;80;0,8;6,1;0,6;-
Pizza mit Mascarpone und Rucola, gebacken, ;Gerichte/Italienische Gerichte;;pro 100g ;1010;240;9,9;4,4;4,2;0,7;17;27,4;1,5;25,7;1,6;9,6;0,7;0;51,8;103;80;56;283;-;0,08;0,11;0,07;0,3;0,75;16,8;0,23;3,8;0,1;1,43;190;270;590;98;13;120;0,6;3,3;0,9;-
Pizza Prosciutto e Funghi, gebacken, Pizza mit Schinken und Pilzen;Gerichte/Italienische Gerichte;;pro 100g ;864;205;7;2,8;3,2;0,6;14;24;1,3;22,4;1,6;10,9;0,8;0;57;54;45;37;101;88;0,12;0,15;0,1;0,25;1,67;12,4;0,49;9,5;0,3;1,22;230;330;660;77;15;150;0,6;4,3;1;-
Pizza Prosciutto, gebacken, Pizza mit Schinken;Gerichte/Italienische Gerichte;;pro 100g ;924;220;6,5;2,2;3,2;0,6;13;28,7;1,5;26,9;1,6;10,8;0,9;0;52,8;45;36;27;108;93;0,13;0,09;0,1;0,18;1,43;11,2;0,29;11,1;0;1,42;220;380;710;60;15;130;0,6;2,1;0,9;-
Pizza Quattro Formaggi, gebacken, ;Gerichte/Italienische Gerichte;;pro 100g ;1250;296;10,3;4,7;3,8;0,8;20;37,2;0,2;36,6;1,8;12,9;1,1;0;38,3;67;64;60;37;37;0,08;0,11;0,05;0,32;0,6;12,1;0,3;0;0,2;1,04;120;450;760;210;16;180;0,5;6,8;1,2;-
Pizzateig (mit Olivenöl), ungebacken, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige;;pro 100g ;967;229;3,6;0,5;2,2;0,6;0;41,2;0,2;40,6;2;7;0,7;0;46,8;0;0;0;3;3;0,11;0,04;0,04;0;0,62;19,8;0,24;0;0;1;110;290;470;5,9;9,4;44;0,4;0,6;0,4;-
Plätzli (Durchschnitt aus Geflügel, Kalb, Rind, Schwein), gebraten (ohne Zusatz von Fett und Salz), ;Fleisch und Innereien;;pro 100g ;655;155;3,7;1,3;1,6;0,5;78;0,1;0;0;0;30,4;0,2;0;65,8;6;6;5;3;3;0,43;0,21;0,41;1,05;7,82;7,4;0,91;0;0,4;0,49;360;68;110;10;27;230;1,5;1,8;3;10
Plätzli (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), roh , ;Fleisch und Innereien/Kalb,Fleisch und Innereien/Rind,Fleisch und Innereien/Schwein,Fleisch und Innereien/Geflügel;;pro 100g ;478;113;2,7;0,9;1,2;0,4;57;0,1;0;0;0;22,2;0,1;0;75,1;4;4;4;3;3;0,45;0,17;0,45;0,99;6,97;7,1;0,8;0;0,3;0,42;340;58;80;7,5;22;190;1,1;1,3;2,3;-
Polenta nera (aus Maisgriess und Buchweizenmehl), gekocht, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mais;;pro 100g ;477;114;4,7;2,7;1,2;0,3;12;13,2;0,2;12,8;0,9;4,2;1,1;0;77;47;43;40;40;31;0,03;0,05;0,05;1,06;1,21;26,1;0,27;0,1;0,1;0,15;93;440;370;76;24;84;0,5;4,6;0,5;-
Pommes Chips, ;Salzige Snacks/Chips;;pro 100g ;2240;538;34,8;2,5;25,7;4,7;0;49,3;2,5;46,8;3,8;4,9;1,2;0;7,2;3;1;0;17;12;0,39;0,05;1,06;0;1,23;60,5;0,86;32,5;0;2,89;880;500;870;14;40;92;0,9;8;0,6;-
Pommes Chips fettreduziert, ;Salzige Snacks/Chips;;pro 100g ;1960;468;22,1;2,5;6,6;11,9;0;59,2;3;56,3;4,5;5,9;1,2;0;8,3;3;2;0;20;15;0,46;0,06;1,27;0;1,48;72,8;1,04;39;0;2,63;1060;490;880;17;48;110;1,1;9,6;0,8;-
Pommes Frites (im Ofen gebacken), ungesalzen, Ofen-Pommes;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln;;pro 100g ;972;232;9,1;0,7;6,6;1,2;0;33;1,6;31,3;2,5;3,3;0;0;52,1;2;1;0;11;9;0,28;0,03;0,69;0;0,82;41,6;0,58;22,2;0;2,82;590;16;110;9,5;27;61;0,6;5,2;0,4;-
Pommes Frites (in HO Sonnenblumenöl fritiert), ungesalzen, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln;;pro 100g ;1200;286;15,4;1,1;11,3;2,1;0;32,4;1,6;30,8;2,5;3,2;0;0;46,5;2;1;0;11;8;0,25;0,03;0,7;0;0,81;39,8;0,57;21,4;0;1,3;580;15;100;9,4;26;60;0,6;5,1;0,4;-
Popcorn, Puffmais;Salzige Snacks/Sonstige salzige Snacks;;pro 100g ;1550;367;4,2;0,6;1,1;1,9;0;62,9;1,2;61,7;15;12;0;0;4,1;11;5;0;63;63;0,2;0,2;0,2;0;2;23;0,4;0;0;11;300;4;8;10;110;300;2,7;0;1,7;-
Portwein, 18.5 vol%, Porto;Alkoholhaltige Getränke/Wein;1;pro 100 ml;636;152;0;0;0;0;0;12;12;0;0;0,2;0;14,8;72,3;0;0;0;0;0;0;0,01;0,01;0,1;0,05;1;0,03;0;0;0;75;9;10;7;9;12;0,4;10;0,3;-
Poulet, Brust, mit Haut, roh (Frankreich), ;Fleisch und Innereien/Geflügel;;pro 100g ;530;126;3,3;1,3;1,7;0,9;56;0;0;-;0;24;0,1;0;69,7;12;12;12;0;0;0,08;0,14;0,57;0,4;-;10;0,87;0;1,5;0,62;330;39;69;4,6;26;210;0,5;10;0,6;12
Poulet, Brust, mit Haut, roh (Schweiz), ;Fleisch und Innereien/Geflügel;;pro 100g ;637;152;6,5;2,1;3,3;1,3;70;0;0;-;0;23,3;0,1;0;69,9;12;12;12;0;0;0,08;0,14;0,77;0,4;-;10;0,87;0;1,5;0,62;320;34;69;3,9;26;210;0,3;10;0,5;-
Poulet, Brust, ohne Haut, roh (Frankreich), ;Fleisch und Innereien/Geflügel;;pro 100g ;462;109;0,9;0,3;0,3;0,3;56;0;0;-;0;25,2;0,1;0;70,7;5;5;5;0;0;0,09;0,16;0,88;0,4;-;12;0,87;0;1,5;0,57;350;31;80;3,9;29;220;0,4;0,6;0,6;17
Poulet, Brust, ohne Haut, roh (Schweiz), ;Fleisch und Innereien/Geflügel;;pro 100g ;455;107;1;0,3;0,4;0,3;63;0;0;-;0;24,6;0,1;0;72,7;5;5;5;0;0;0,14;0,15;0,77;0,4;11,03;12;0,87;0;1,5;0,62;350;36;80;3,3;27;220;0,3;0,9;0,5;19
Poulet, Brust, Schnitzel oder Geschnetzeltes, gebraten (ohne Zusatz von Fett und Salz), ;Fleisch und Innereien/Geflügel;;pro 100g ;556;131;1,5;0,5;0,6;0,4;55;0,4;0;0;0;28,9;0,2;0;69,1;6;6;6;0;0;0,1;0,19;0,36;0,33;10,85;5,6;0,84;0;0;0,39;370;77;100;18;27;220;0,4;0,5;0,8;17
Poulet, Brust, Schnitzel, roh, Geschnetzeltes;Fleisch und Innereien/Geflügel;;pro 100g ;445;105;1,2;0,4;0,5;0,3;44;0,4;0;0;0;23,1;0,2;0;73,8;5;5;5;0;0;0,12;0,15;0,53;0,4;10,85;9;0,84;0;0;0,42;330;72;80;14;27;210;0,4;0,4;0,6;14
Poulet, ganz, mit Haut, gebraten (ohne Zusatz von Fett und Salz), ;Fleisch und Innereien/Geflügel;;pro 100g ;934;224;13,7;3,7;6;2;103;0;0;0;0;25,1;0,2;0;61,2;16;16;16;0;0;0,09;0,18;0,4;0,35;6,4;6,4;0,9;2,7;0;0,07;210;79;92;15;21;170;0,9;13;1,3;-
Poulet, ganz, mit Haut, roh, ;Fleisch und Innereien/Geflügel;;pro 100g ;701;168;10,3;2,8;4,5;1,5;77;0;0;0;0;18,8;0,2;0;69,8;12;12;12;0;0;0,11;0,15;0,5;0,4;6;8;0,9;2,5;0;0,07;260;70;69;12;20;160;0,7;10;1;-
Poulet, Schenkel, mit Haut, gebraten (ohne Zusatz von Fett und Salz), ;Fleisch und Innereien/Geflügel;;pro 100g ;909;218;13,6;4,3;6,7;2,4;107;0;0;-;0;23,9;0,2;0;62,5;40;40;40;0;0;0,11;0,18;0,46;0,35;4,77;8;0,87;0;1,5;0,66;240;71;130;7,2;21;190;0,6;11;1,3;37
Poulet, Schenkel, mit Haut, roh, ;Fleisch und Innereien/Geflügel;;pro 100g ;765;184;12,6;3,5;5,6;1,9;80;0;0;0;0;17,6;0,2;0;68,8;30;30;30;0;0;0,16;0,19;0,29;0,3;4,85;12;0,84;0;0;0,15;250;95;80;15;30;190;0,6;0,4;1,6;-
Poulet, Schenkel, mit Haut, roh (Frankreich), ;Fleisch und Innereien/Geflügel;;pro 100g ;607;145;7,5;2,4;3,3;1,9;87;0;0;-;0;19,4;0,1;0;68,9;12;12;12;0;0;0,08;0,14;0,33;0,4;-;10;0,87;0;1,5;0,62;290;57;100;4,8;20;180;0,8;8;1;17
Poulet, Schenkel, mit Haut, roh (Schweiz), ;Fleisch und Innereien/Geflügel;;pro 100g ;682;163;10,2;3,2;5;1,8;80;0;0;-;0;17,9;0,2;0;65,6;30;30;30;0;0;0,14;0,15;0,57;0,4;4,47;10;0,87;0;1,5;0,62;300;63;100;5,7;20;180;0,5;8;1;28
Poulet, Schenkel, ohne Haut, roh (Frankreich), ;Fleisch und Innereien/Geflügel;;pro 100g ;509;121;4,3;1,3;1,8;0,9;94;0;0;-;0;20,6;0,2;0;72,4;5;5;5;0;0;0,14;0,15;0,41;0,4;-;12;0,87;0;1,5;0,62;330;72;83;5,7;20;200;1,3;5;1,8;-
Poulet, Schenkel, ohne Haut, roh (Schweiz), ;Fleisch und Innereien/Geflügel;;pro 100g ;564;135;6,2;1,9;3;1,5;86;0;0;-;0;19,7;0,2;0;72,9;5;5;5;0;0;0,14;0,27;0,38;0,4;-;10;0,87;0;1,5;0,62;300;76;80;5,6;20;190;0,5;5;0,9;-
Preiselbeere, roh, Moosbeere;Früchte/Früchte frisch;;pro 100g ;168;40;0,5;0;0,1;0,3;0;7,1;7;0,1;2,9;0,3;0;0;87,5;2;1;0;9;9;0,02;0,02;0,01;0;0,1;3;0,12;12;0;0,99;70;2;4;14;6;10;0,5;5;0,2;-
Prussien, Palmiers;Süssigkeiten/Guetzli;;pro 100g ;1830;438;22,4;13,2;5,2;1,3;59;53,8;27,4;26;1,2;4,7;0,8;0;18,3;228;220;211;100;89;0,06;0,02;0,06;0;0,29;3;0,14;0;0,4;0,58;75;310;480;10;14;52;0,6;0,6;0,5;-
Pudding, Caramel, Flan;Süssigkeiten/Cremen und Pudding;;pro 100g ;527;125;2,1;1,4;0,6;0,1;12;23;20,1;2,9;0,1;3,4;0,2;0;69,3;38;38;37;8;-;0,03;0,2;0,03;0,3;0,1;8;0;0;0,1;0,16;150;70;95;94;9;77;0;6,2;0,3;-
Pudding, Schokolade, Flan;Süssigkeiten/Cremen und Pudding;;pro 100g ;511;121;2,6;0,5;1,1;0,9;3;21;12,1;8,9;1;3;0,3;0;71,2;25;24;22;19;19;0,14;0,16;0,02;0,08;0,3;3;0,2;2;0;0,11;180;130;51;90;14;80;0,5;3,2;0,4;-
Pudding, Vanille, Flan;Süssigkeiten/Cremen und Pudding;;pro 100g ;429;102;2,1;0,3;0,9;0,8;7;18;10,4;7,6;0,1;2,8;0,3;0;76,2;31;30;29;13;13;0,1;0,14;0,02;0,09;0,3;0;0,3;0;0;0,13;120;140;120;96;10;40;0,1;5,9;0,3;-
Quarkblätterteig (mit Butter), ungebacken, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige;;pro 100g ;1670;401;28,3;16,8;6,6;1,6;78;29;1,3;27,2;1,3;7,1;0,8;0;34,8;290;280;270;119;118;0,09;0,12;0,07;0,12;0,4;11,7;0,27;0,1;0,4;0,73;110;330;520;38;16;89;0,6;3,2;0,6;-
Quarkblätterteig (mit pflanzlichem Fett), ungebacken, ;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige;;pro 100g ;1650;396;27,7;9,3;11,6;4,4;17;28,9;1,1;27,3;1,3;7,1;0,9;0;35,5;291;281;272;115;115;0,09;0,12;0,07;0,15;0,46;12,2;0,3;0,1;1,5;5,8;120;350;550;37;16;90;0,6;3,6;0,6;-
Quark, nature, halbfett, ;Milch und Milchprodukte/Frischkäse und Quark;;pro 100g ;403;96;5;3;1,2;0,2;17;4,1;3,4;0;0;8,8;0,1;0;80,3;54;52;51;16;16;0,01;0,33;0,03;0,44;0,3;18,6;0,32;0,2;0,1;0,13;130;32;98;110;9,3;140;0;21;0,4;-
Quark, nature, mager, ;Milch und Milchprodukte/Frischkäse und Quark;;pro 100g ;257;61;0,2;0,1;0;0;-;4,2;3,5;0;0;10,6;0,1;0;83,8;3;3;3;1;1;0,01;0,39;0,04;0,42;0,31;19,4;0,29;0,1;0;0;140;33;100;110;9,9;150;0;27;0,5;-
